Ticker,Company,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Price Percent to Target,Total Return,Current Price,Market Cap. (USD),IV,Sharpe Ratio,ETF,S&P 500,DJIA,Nasdaq 100
HIMX,   Himax Tech-Adr,Semiconductors,Technology,12.364,12.479,5.31,7,28.68,33.99,5.44,950476800,62.99,0.5,,,,
HIPO,   Hippo Hldgs Inc,Insurance—Property & Casualty,Financial Services,0,-24.249,0,34,8.9,8.9,31.22,760519200,72.71,0.1,,,,
HITI,   High Tide Inc,Pharmaceutical Retailers,Healthcare,0,93.51,0,4.5,27.48,27.48,3.53,283988500,78.71,0.3,,,,
HIVE,   Hive Digitl Tec,Capital Markets,Financial Services,0,145.357,0,7.5,84.28,84.28,4.07,532640900,119.89,0.7,,,,
HIW,   Highwoods Pptys,REIT—Office,Real Estate,23.261,55.016,6.31,34,9.08,15.39,31.17,3304643400,27.43,0.6,,,,
HL,   Hecla Mining,Other Precious Metals & Mining,Basic Materials,0,27.596,1.02,7.75,35.02,36.04,5.74,3606155000,52.21,0.7,,,,
HLAN,   Heartland Bncrp,Banks—Regional,Financial Services,17.058,0,1.85,100,-39.69,-37.84,165.8,334916000,39.524,-1,,,,
HLDCY,   Henderson Land,Real Estate—Diversified,Real Estate,18.588,26.577,7.46,3.25,2.8,10.26,3.16,15298792400,42.772,0.2,,,,
HLF,   Herbalife Ltd,Packaged Foods,Consumer Defensive,9.176,4.014,0,9,15.38,15.38,7.8,786162000,74.37,0.2,,,,
HLI,   Houlihan Lokey,Capital Markets,Financial Services,37.871,29.021,1.22,171,-7.85,-6.63,185.57,12897115000,27.81,-0.2,,,,
HLIO,   Helios Tech Inc,Specialty Industrial Machinery,Industrials,46.858,36.686,0.68,58,9.54,10.22,52.95,1760058000,34.8,0.3,,,,
HLIT,   Harmonic Inc,Communication Equipment,Technology,17.685,18.443,0,14,8.44,8.44,12.91,1504402300,56.76,0.1,,,,
HLLY,   Holley Inc,Auto Parts,Consumer Cyclical,22.308,10.662,0,5,72.41,72.41,2.9,347420000,74.01,1,,,,
HLMN,   Hillman Solutns,Tools & Accessories,Industrials,284.75,52.169,0,13,14.14,14.14,11.39,2239160100,53.57,0.3,,,,
HLN,   Haleon Plc Ads,Drug Manufacturers—Specialty & Generic,Healthcare,28.559,27.351,1.63,10.88,12,13.63,9.71,43954062800,21.56,0.6,,,,
HLNE,   Hamilton Lane,Asset Management,Financial Services,41.46,36.425,1.02,189.5,-1.28,-0.26,191.96,10640342800,33.67,0,,,,
HLT,   Hilton Ww Hldg,Lodging,Consumer Cyclical,53.637,32.844,0.24,238.5,-4.99,-4.75,251.02,61193655600,23.53,-0.2,XLY,S&P 500,,
HLVX,   Hillevax Inc,Biotechnology,Healthcare,0,-1.139,0,2.5,30.89,30.89,1.91,95137100,113.22,0.3,,,,
HLX,   Helix Egy Solut,Oil & Gas Equipment & Services,Energy,268,12.8,0,14,30.6,30.6,10.72,1630512000,55.82,0.5,,,,
HMN,   Horace Mann Eds,Insurance—Property & Casualty,Financial Services,16.29,11.015,3.31,42,2.31,5.62,41.05,1673198000,39.947,0.1,,,,
HMST,   Homestreet Inc,Banks—Regional,Financial Services,0,70.213,3.61,11.5,-5.51,-1.9,12.17,229526200,57.42,0,,,,
HMY,   Harmony Gold,Gold,Basic Materials,12.575,5.932,1.85,10.76,17.22,19.07,9.18,5827188600,46.91,0.4,,,,
HNI,   Hni Corp,Business Equipment & Supplies,Industrials,22.016,16.205,2.3,60,5.63,7.93,56.8,2715040000,30.46,0.3,,,,
HNRG,   Hallador Energy,Thermal Coal,Energy,0,75.688,0,13,7.35,7.35,12.11,516128200,64.73,0.1,,,,
HNST,   Honest Co Inc,Household & Personal Products,Consumer Defensive,0,282.241,0,7,-12.61,-12.61,8.01,808689600,87.1,-0.1,,,,
HNVR,   Hanover Bancorp,Banks—Regional,Financial Services,13.842,10.679,1.58,22.5,-11.66,-10.08,25.47,182110500,47.003,-0.2,,,,
HOCPY,   Hoya Corp-Adr,Medical Instruments & Supplies,Healthcare,35.987,31.53,0.55,154.67,15.23,15.78,134.23,46756335900,36.935,0.4,,,,
HOFT,   Hooker Furnitur,"Furnishings, Fixtures & Appliances",Consumer Cyclical,129.929,11.404,4.88,20,9.95,14.83,18.19,194814900,33.54,0.4,,,,
HOG,   Harley-Davidson,Recreational Vehicles,Consumer Cyclical,7.532,8.145,2.03,39,15.32,17.35,33.82,4306300600,33.9,0.5,,,,
HOLX,   Hologic Inc,Medical Instruments & Supplies,Healthcare,23.334,19.587,0,89.12,15.03,15.03,77.47,17581041800,22.47,0.7,XLV,S&P 500,,
HOMB,   Home Bancshares,Banks—Regional,Financial Services,16.077,14.614,2.48,31,-0.61,1.87,31.19,6200572000,32.36,0.1,,,,
HON,   Honeywell Intl,Conglomerates,Industrials,26.178,21.239,1.97,240,5.75,7.72,226.96,1.48E+11,20.81,0.4,XLI,S&P 500,DJIA,Nasdaq 100
HONE,   Harborone Bcp,Banks—Regional,Financial Services,44,14.625,2.48,13.5,5.8,8.28,12.76,562078000,46.25,0.2,,,,
HOOD,   Robinhood Mkts,Capital Markets,Financial Services,66.621,52.324,0,34,-12.01,-12.01,38.64,34156987200,75.27,-0.2,,,,
HOPE,   Hope Bancorp,Banks—Regional,Financial Services,16.06,11.938,4.09,14,3.78,7.87,13.49,1628782600,48.41,0.2,,,,
HOTH,   Hoth Therapeutc,Biotechnology,Healthcare,0,-1.216,0,4.5,421.07,421.07,0.86,5934000,102.779,4.1,,,,
HOUS,   Anywhere Re Inc,Real Estate Services,Real Estate,0,184.477,0,4.5,-8.54,-8.54,4.92,547399200,61.84,-0.1,,,,
HOVR,   New Horizon Air,Aerospace & Defense,Industrials,0,-3,0,2.72,235.93,235.93,0.81,19901700,123.059,1.9,,,,
HP,   Helmerich&Payne,Oil & Gas Drilling,Energy,10.277,9.438,2.84,40,13.48,16.32,35.25,3481290000,39.73,0.4,,,,
HPE,   Hewlett Pkd Ent,Communication Equipment,Technology,15.106,11.934,2.45,22,3.29,5.74,21.3,27661671000,51.86,0.1,XLK,S&P 500,,
HPK,   Highpeak Energy,Oil & Gas E&P,Energy,11.734,15.172,1.06,22.75,51.46,52.52,15.02,1901982600,45.1,1.2,,,,
HPP,   Hudson Pac Ppty,REIT—Office,Real Estate,0,-2.478,4.2,4.5,21.62,25.82,3.7,522551000,74.88,0.3,,,,
HPQ,   Hp Inc,Computer Hardware,Technology,13.093,10.891,2.82,36.75,-0.11,2.71,36.79,35455258800,25.28,0.1,XLK,S&P 500,,
HQI,   Hirequest Inc,Staffing & Employment Services,Industrials,108.643,19.5,1.53,19,24.92,26.45,15.21,212940000,48.756,0.5,,,,
HQY,   Healthequity,Health Information Services,Healthcare,84.492,56.906,0,106,4.55,4.55,101.39,8853374800,44.41,0.1,,,,
HR,   Healthcare Rlty,REIT—Healthcare Facilities,Real Estate,0,-46.92,6.69,18,-0.66,6.03,18.12,6421546800,35,0.2,,,,
HRB,   Block H & R,Personal Services,Consumer Cyclical,14.465,12.089,2.54,68,16.94,19.48,58.15,7969457500,24.51,0.8,,,,
HRI,   Herc Holdings,Rental & Leasing Services,Industrials,18.714,15.997,1.16,250,9.32,10.48,228.69,6497082900,47.54,0.2,,,,
HRL,   Hormel Foods Cp,Packaged Foods,Consumer Defensive,22.252,18.843,3.61,32,0.57,4.18,31.82,17448815200,36.53,0.1,XLP,S&P 500,,
HRMY,   Harmony Biosci,Biotechnology,Healthcare,16.351,10.847,0,52,50.72,50.72,34.5,1967535000,78.79,0.6,,,,
HROW,   Harrow Inc,Drug Manufacturers—Specialty & Generic,Healthcare,0,42.688,0,60,49.93,49.93,40.02,1425512400,63.94,0.8,,,,
HRTG,   Heritage Insur,Insurance—Property & Casualty,Financial Services,4.791,5.572,0,16,32.01,32.01,12.12,371841600,60.48,0.5,,,,
HRTX,   Heron Therapeut,Biotechnology,Healthcare,0,-39.333,0,5,323.73,323.73,1.18,179478000,107.14,3,,,,
HRZN,   Horizon Technol,Asset Management,Financial Services,0,7.417,14.13,9,-3.74,10.39,9.35,355861000,17.5,0.6,,,,
HSBC,   Hsbc Holdings,Banks—Diversified,Financial Services,7.782,0,4.25,57,20.08,24.33,47.47,1.72E+11,19.61,1.2,,,,
HSCS,   Heartsciences,Medical Devices,Healthcare,0,-0.532,0,13.5,307.85,307.85,3.31,3012100,50.116,6.1,,,,
HSHP,   Himalaya Shipng,Marine Shipping,Industrials,10.155,0,8.48,10,69.78,78.26,5.89,234834300,47.305,1.7,,,,
HSIC,   Henry Schein In,Medical Distribution,Healthcare,30.824,17.918,0,75,-0.28,-0.28,75.21,9377182800,28.16,0,,S&P 500,,
HSII,   Heidrick & Strg,Staffing & Employment Services,Industrials,25.306,15.987,1.27,49,5.81,7.08,46.31,945187100,96.77,0.1,,,,
HSNGY,   Hang Seng Bk,Banks—Regional,Financial Services,10.517,11.815,7.27,11.88,-2.59,4.68,12.2,22963694000,34.595,0.1,,,,
HSON,   Hudson Global,Staffing & Employment Services,Industrials,0,21.746,0,22,60.58,60.58,13.7,37401000,48.756,1.2,,,,
HST,   Host Hotel&Rsrt,REIT—Hotel & Motel,Real Estate,17.981,20.282,4.35,21,13.39,17.74,18.52,12946035600,23.82,0.7,XLRE,S&P 500,,
HSTM,   Healthstream,Health Information Services,Healthcare,50.692,50.849,0.34,32.5,-1.37,-1.03,32.95,1002339000,32.73,0,,,,
HSY,   Hershey Co/The,Confectioners,Consumer Defensive,20.63,21.5,3.08,180,0.29,3.37,179.48,36319572800,27.38,0.1,XLP,S&P 500,,
HTBI,   Hometrust Bncsh,Banks—Regional,Financial Services,12.38,12.517,1.29,42,14.22,15.51,36.77,644578100,40.86,0.4,,,,
HTBK,   Heritage Commrc,Banks—Regional,Financial Services,14.746,14.957,4.91,11.5,9.84,14.75,10.47,641811000,30.16,0.5,,,,
HTCR,   Heartcore Entpr,Software—Application,Technology,6.348,9.733,5.67,2.75,88.36,94.03,1.46,30557800,67.585,1.4,,,,
HTGC,   Hercules Cap,Asset Management,Financial Services,9.328,9.553,10.12,21,10.35,20.47,19.03,3091423500,22.09,0.9,,,,
HTH,   Hilltop Hldgs,Banks—Regional,Financial Services,19.215,20.077,2.15,34,8.56,10.71,31.32,2034547200,38.91,0.3,,,,
HTHIY,   Hitachi,Conglomerates,Industrials,27.588,23.545,1.02,61.33,14.6,15.62,53.52,1.24E+11,47.349,0.3,,,,
HTLD,   Heartland Exp,Trucking,Industrials,0,95.497,0.63,12,-3.92,-3.29,12.49,980465000,35.79,-0.1,,,,
HTLF,   Heartland Fincl,Banks—Regional,Financial Services,38.253,15.927,1.78,68.75,0.97,2.75,68.09,2920380100,58.87,0,,,,
HTZ,   Hertz Global,Rental & Leasing Services,Industrials,0,-5.782,0,3,-33.48,-33.48,4.51,1383171900,92.71,-0.4,,,,
HUBB,   Hubbell Inc,Electrical Equipment & Parts,Industrials,32.937,28.526,1.15,473,3.32,4.47,457.82,24571199400,32.04,0.1,,S&P 500,,
HUBB,   Hubbell Inc,Electrical Equipment & Parts,Industrials,32.937,28.526,1.15,473,3.32,4.47,457.82,24571199400,32.04,0.1,,S&P 500,,
HUBG,   Hub Group Inc-A,Integrated Freight & Logistics,Industrials,29.079,21.359,0.96,47,-8.68,-7.72,51.47,3158199200,27.78,-0.3,,,,
HUBS,   Hubspot Inc,Software—Application,Technology,0,3394.386,0,724,0.63,0.63,719.44,37137492800,32.74,0,,,,
HUM,   Humana Inc New,Healthcare Plans,Healthcare,25.404,18.092,1.21,281.5,-3.31,-2.1,291.13,35054963300,42.4,0,XLV,S&P 500,,
HUMA,   Humacyte Inc,Biotechnology,Healthcare,0,-4.917,0,12,182.35,182.35,4.25,534905000,177.25,1,,,,
HUN,   Huntsman Corp,Chemicals,Basic Materials,0,22.683,5.06,23,16.1,21.16,19.81,3426931900,31.98,0.7,,,,
HURA,   Tuhura Bioscien,#NUM!,#NUM!,0,#NUM!,0,15,169.78,169.78,5.56,235132400,102.779,1.7,,,,
HURN,   Huron Conslt Gp,Consulting Services,Industrials,27.042,18.687,0,140,13.29,13.29,123.58,2192309200,45.1,0.3,,,,
HUT,   Hut 8 Corp,Capital Markets,Financial Services,0,255.714,0,32,27.69,27.69,25.06,2345114800,120.71,0.2,,,,
HVRRY,   Hannover Rueckv,Insurance—Reinsurance,Financial Services,13.451,0,2.44,39.15,-11.26,-8.82,44.12,31924349600,58.733,-0.2,,,,
HVT,   Haverty Furnit,Home Improvement Retail,Consumer Cyclical,14.569,8.88,5.37,35,50.15,55.52,23.31,382517100,35.94,1.5,,,,
HWC,   Hancock Whitney,Banks—Regional,Financial Services,13.143,11.433,2.69,60.5,3.21,5.9,58.62,5044837200,77.24,0.1,,,,
HWKN,   Hawkins Inc,Specialty Chemicals,Basic Materials,35.105,32.168,0.53,120.5,-12.21,-11.68,137.26,2870106600,43.52,-0.3,,,,
HWM,   Howmet Aerospc,Aerospace & Defense,Industrials,45.812,37.047,0.27,128,7.46,7.73,119.11,48389628600,30.11,0.3,XLI,S&P 500,,
HXL,   Hexcel Corp,Aerospace & Defense,Industrials,48.794,25.738,0.94,69,7.95,8.89,63.92,5177520000,29.3,0.3,,,,
HY,   Hyster-Yale Inc,Farm & Heavy Construction Machinery,Industrials,6.334,10.447,2.47,72.5,28.75,31.22,56.31,985988100,41.33,0.8,,,,
HYFM,   Hydrofarm Hldgs,Farm & Heavy Construction Machinery,Industrials,0,-1.033,0,0.7,-6.53,-6.53,0.75,34605000,161.25,0,,,,
HYLN,   Hyliion Holdngs,Auto Parts,Consumer Cyclical,0,-10.25,0,2,-39.02,-39.02,3.28,569834400,94.3,-0.4,,,,
HYPR,   Hyperfine Inc,Medical Devices,Healthcare,0,-1.826,0,1.2,20.6,20.6,1,72950000,82.904,0.2,,,,
HZO,   Marinemax Inc,Specialty Retail,Consumer Cyclical,19.667,10.812,0,40,23.27,23.27,32.45,733370000,52.29,0.4,,,,
IAC,   Iac Inc,Internet Content & Information,Communication Services,0,-360.775,0,67,38.86,38.86,48.25,3883160000,33.92,1.1,,,,
IAG,   Iamgold Corp,Gold,Basic Materials,4.237,6.356,0,6.65,16.26,16.26,5.72,3267378400,58.45,0.3,,,,
IART,   Integra Lifesci,Medical Devices,Healthcare,0,25.326,0,25,1.5,1.5,24.63,1900450800,45.53,0,,,,
IAS,   Integral Ad Sci,Advertising Agencies,Communication Services,56.6,33.804,0,15,32.51,32.51,11.32,1841424400,57.81,0.6,,,,
IBCP,   Indep Bk Mich,Banks—Regional,Financial Services,12.82,12.39,2.54,36,-4.48,-1.94,37.69,787344100,88.02,0,,,,
IBDRY,   Iberdrola Sa-Ad,Utilities—Diversified,Utilities,13.426,14.909,2.71,62.82,10.61,13.32,56.79,90356297400,36.935,0.4,,,,
IBEX,   Ibex Ltd,Information Technology Services,Technology,10.761,7.605,0,23.5,16.16,16.16,20.23,339257100,100.33,0.2,,,,
IBG,   Innovtn Bev Grp,Beverages—Wineries & Distilleries,Consumer Defensive,0,-22.546,0,4,254.83,254.83,1.13,9424200,37.448,6.8,,,,
IBIO,   Ibio Inc,Biotechnology,Healthcare,0,-1.585,0,4.3,65.38,65.38,2.6,23790000,102.779,0.6,,,,
IBKR,   Interactive Brk,Capital Markets,Financial Services,29.111,26.981,0.54,167.5,-10.38,-9.84,186.89,78964762800,32,-0.3,,,,
IBM,   Intl Bus Mach,Information Technology Services,Technology,33.333,25.645,2.94,224.5,-1.97,0.97,229,2.12E+11,22.33,0,XLK,S&P 500,DJIA,
IBN,   Icici Bank Ltd,Banks—Regional,Financial Services,19.821,19.392,0.78,35.55,14.97,15.75,30.92,1.09E+11,20.84,0.8,,,,
IBP,   Installed Build,Residential Construction,Consumer Cyclical,24.782,22.392,0.62,241,7.93,8.55,223.29,6283380600,44.73,0.2,,,,
IBRX,   Immunitybio Inc,Biotechnology,Healthcare,0,-6.772,0,8,75.44,75.44,4.56,3177544800,92,0.8,,,,
IBTA,   Ibotta Inc,Software—Application,Technology,196.541,28.764,0,84.5,16.2,16.2,72.72,1999072800,67.81,0.2,,,,
IBTX,   Indep Bank Grp,Banks—Regional,Financial Services,0,16.671,2.27,57,-14.45,-12.18,66.63,2761147200,37.36,-0.3,,,,
ICAD,   Icad Inc,Medical Devices,Healthcare,0,-6.892,0,3,76.47,76.47,1.7,45118000,126.88,0.6,,,,
ICAGY,   Intl Cons Airln,Airlines,Industrials,5.87,5.911,1.97,7.36,9.1,11.07,6.75,6616417500,71.851,0.2,,,,
ICCM,   Icecure Medical,Medical Devices,Healthcare,0,-3.329,0,3,270.37,270.37,0.81,36952200,74.381,3.6,,,,
ICE,   Intercontntlexc,Financial Data & Stock Exchanges,Financial Services,37.116,29.542,1.14,182,16.47,17.61,156.26,89721366800,18.47,1,XLF,S&P 500,,
ICFI,   Icf Intl Inc,Consulting Services,Industrials,23.793,20.327,0.41,179.5,32.59,33,135.38,2539728800,36.75,0.9,,,,
ICG,   Intchains Group,Semiconductors,Technology,0,11.184,0,11,100.73,100.73,5.48,328471200,65.935,1.5,,,,
ICHR,   Ichor Holdings,Semiconductor Equipment & Materials,Technology,0,55.685,0,40,13.12,13.12,35.36,1192692800,58.11,0.2,,,,
ICL,   Icl Group Ltd,Agricultural Inputs,Basic Materials,15.806,15.153,4.23,4.8,-2.04,2.19,4.9,6437865000,29.58,0.1,,,,
ICLK,   Iclick Interact,Advertising Agencies,Communication Services,0,-2.036,0,4,-16.67,-16.67,4.8,48672000,99.15,-0.2,,,,
ICLR,   Icon Plc,Diagnostics & Research,Healthcare,23.692,19.456,0,277.5,30.29,30.29,212.99,17571675000,46.87,0.6,,,,
ICON,   Icon Energy,Marine Shipping,Industrials,10.37,28,12.41,6,114.29,126.7,2.8,4060000,47.305,2.7,,,,
ICU,   Seastar Med Hld,Biotechnology,Healthcare,0,-1.102,0,7,195.36,195.36,2.37,10570200,74.381,2.6,,,,
ICUI,   Icu Medical Inc,Medical Instruments & Supplies,Healthcare,0,-222.184,0,204.5,30.55,30.55,156.64,3834547200,46.06,0.7,,,,
IDA,   Idacorp Inc,Utilities—Regulated Electric,Utilities,21.453,19.987,2.94,117,0.44,3.38,116.49,6205422300,34.51,0.1,,,,
IDAI,   T Stamp Inc,Software—Application,Technology,0,-2.359,0,0.75,22.29,22.29,0.61,14121500,59.868,0.4,,,,
IDCC,   Interdigitl Inc,Software—Application,Technology,21.56,44.388,0.92,163,-18.53,-17.61,200.08,5070027200,37.41,-0.5,,,,
IDN,   Intellicheck Mo,Software—Application,Technology,0,-91.667,0,3.25,18.18,18.18,2.75,54340000,87.44,0.2,,,,
IDR,   Idaho Strat Res,Gold,Basic Materials,24.824,16.025,0,16.5,30.33,30.33,12.66,172935600,77.34,0.4,,,,
IDXX,   Idexx Labs Inc,Diagnostics & Research,Healthcare,41.79,36.305,0,475,9.93,9.93,432.11,35385487900,30.79,0.3,XLV,S&P 500,,Nasdaq 100
IDYA,   Ideaya Biosci,Biotechnology,Healthcare,0,-9.77,0,57,113.8,113.8,26.66,2304223800,53.28,2.1,,,,
IE,   Ivanhoe Electrc,Copper,Basic Materials,0,-7.819,0,17.5,92.94,92.94,9.07,1092572200,70.83,1.3,,,,
IEP,   Icahn Enterpris,Oil & Gas Refining & Marketing,Energy,0,13.8,17.99,15,35.87,53.86,11.04,5564160000,53.44,1,,,,
IEX,   Idex Corp,Specialty Industrial Machinery,Industrials,35.792,31.275,1.19,238,3.25,4.44,230.5,17453460000,24.96,0.2,,S&P 500,,
IFF,   Intl Flvrs&Frag,Specialty Chemicals,Basic Materials,0,36.456,1.75,109.5,21.45,23.2,90.16,23052108800,24.37,1,XLB,S&P 500,,
IFRX,   Inflarx Nv,Biotechnology,Healthcare,0,-2.278,0,7.04,213.04,213.04,2.25,132480000,128.24,1.7,,,,
IGIC,   Intl Genl Insur,Insurance—Diversified,Financial Services,8.241,8.501,0.33,28,9.25,9.58,25.63,1177698500,40.68,0.2,,,,
IGMS,   Igm Biosciences,Biotechnology,Healthcare,0,-4.695,0,17.5,65.88,65.88,10.55,627303000,116,0.6,,,,
IGT,   Intl Game New,Gambling,Consumer Cyclical,35.571,20.71,3.99,26,30.52,34.51,19.92,3965673600,28.16,1.2,,,,
IHG,   Intercontl Htls,Lodging,Consumer Cyclical,32.985,23.129,1.24,119,-7.02,-5.78,127.98,20306586600,36.674,-0.2,,,,
IHRT,   Iheartmedia Inc,Broadcasting,Communication Services,0,-7.413,0,3,28.48,28.48,2.34,344143800,95.04,0.3,,,,
IHS,   Ihs Holding Ltd,Telecom Services,Communication Services,0,11.644,0,6.5,100,100,3.25,1080690000,82.18,1.2,,,,
III,   Information Svc,Information Technology Services,Technology,0,43.294,4.74,5,35.87,40.61,3.68,180577600,66.25,0.6,,,,
IIIN,   Insteel Inds,Metal Fabrication,Industrials,30.061,10.591,0.4,34,14.25,14.65,29.76,578832000,51.9,0.3,,,,
IIIV,   I3 Verticals,Software—Infrastructure,Technology,0,41.772,0,29,17.17,17.17,24.75,830115000,44.39,0.4,,,,
IIPR,   Innov Indl Ppty,REIT—Industrial,Real Estate,19.157,18.682,6.88,125,16.31,23.19,107.47,3044625100,28.51,0.8,,,,
IKNA,   Ikena Oncology,Biotechnology,Healthcare,0,-2.394,0,3,76.47,76.47,1.7,82042000,113.22,0.7,,,,
IKT,   Inhibikase Ther,Biotechnology,Healthcare,0,-6.177,0,8,185.71,185.71,2.8,188132000,113.22,1.6,,,,
ILMN,   Illumina Inc,Diagnostics & Research,Healthcare,0,38.284,0,164,16.64,16.64,140.6,22299160000,40.62,0.4,,,,Nasdaq 100
ILPT,   Indus Logistics,REIT—Industrial,Real Estate,0,0,1.06,10,171,172.06,3.69,244056600,71.97,2.4,,,,
IMAX,   Imax Corp,Entertainment,Communication Services,60.023,27.675,0,27,2.23,2.23,26.41,1391278800,42.33,0.1,,,,
IMBBY,   Imperial Brands,Tobacco,Consumer Defensive,8.5,11.482,8.67,34,5.26,13.93,32.3,27217595000,65.73,0.2,,,,
IMCR,   Immunocore Hldg,Biotechnology,Healthcare,0,-29.647,0,53.57,66.25,66.25,32.22,1611966600,65.96,1,,,,
IMMP,   Immutep Ltd,Biotechnology,Healthcare,0,-9,0,9.5,370.3,370.3,2.02,293829200,107.5,3.4,,,,
IMMR,   Immersion Corp,Software—Application,Technology,5.011,16.4,2.02,13.75,52.44,54.46,9.02,291165600,55.85,1,,,,
IMMX,   Immix Biopharma,Biotechnology,Healthcare,0,-3.765,0,7,212.5,212.5,2.24,61622400,210.45,1,,,,
IMNM,   Immunome Inc,Biotechnology,Healthcare,0,-4.464,0,31.5,132.64,132.64,13.54,845166800,82.69,1.6,,,,
IMO,   Imperial Oil Lt,Oil & Gas Integrated,Energy,11.203,8.653,2.34,101.44,39.3,41.64,72.82,37710565200,24.08,1.7,,,,
IMPP,   Imperial Petro,Oil & Gas Midstream,Energy,2.471,1.634,0,7.5,150.84,150.84,2.99,89131900,46.58,3.2,,,,
IMRN,   Immuron Ltd,Biotechnology,Healthcare,0,-97,0,7.5,286.8,286.8,1.94,11116200,102.779,2.8,,,,
IMRX,   Immuneering Cp,Biotechnology,Healthcare,0,-1.326,0,12,476.92,476.92,2.08,64584000,102.779,4.6,,,,
IMTX,   Immatics Nv,Biotechnology,Healthcare,0,-6.125,0,17,110.92,110.92,8.06,962041600,57.2,1.9,,,,
IMVT,   Immunovant Inc,Biotechnology,Healthcare,0,-9.305,0,49,73.64,73.64,28.22,4142413800,75.36,1,,,,
IMXI,   Intl Money Expr,Software—Infrastructure,Technology,11.911,10.349,0,27,26.64,26.64,21.32,663052000,38.28,0.7,,,,
INBK,   First Intrnt Bc,Banks—Regional,Financial Services,16.282,9.727,0.58,41,-0.07,0.51,41.03,355730100,115,0,,,,
INCY,   Incyte Corp,Biotechnology,Healthcare,800.333,14.716,0,77,6.9,6.9,72.03,13876579500,53.97,0.1,,S&P 500,,
INDB,   Indep Bk Mass,Banks—Regional,Financial Services,15.561,13.839,3.14,68.5,-4.3,-1.16,71.58,3041434200,39.14,0,,,,
INDI,   Indie Semicon,Semiconductor Equipment & Materials,Technology,0,-8.956,0,8,98.51,98.51,4.03,813737600,78.75,1.3,,,,
INDV,   Indivior Plc,Drug Manufacturers—Specialty & Generic,Healthcare,0,8.058,0,16,42.86,42.86,11.2,1544256000,65.55,0.7,,,,
INFA,   Informatica Inc,Software—Infrastructure,Technology,117,165.001,0,34,26.35,26.35,26.91,8217506700,45.95,0.6,,,,
INFN,   Infinera Corp,Communication Equipment,Technology,0,26.52,0,6.65,0.3,0.3,6.63,1569984000,31.48,0,,,,
INFU,   Infusystem Hldg,Medical Instruments & Supplies,Healthcare,127,32.624,0,14.5,63.1,63.1,8.89,189001400,61.82,1,,,,
INFY,   Infosys Ltd,Information Technology Services,Technology,28.727,26.347,2.24,23.6,6.69,8.93,22.12,91619049200,31.43,0.3,,,,
ING,   Ing Groep-Adr,Banks—Diversified,Financial Services,7.083,6.926,7.88,19.4,26.22,34.1,15.37,53767180300,23.81,1.4,,,,
INGM,   Ingram Micro Hl,Information Technology Services,Technology,17.111,9.104,0,28,21.21,21.21,23.1,5424573000,54.617,0.4,,,,
INGN,   Inogen Inc,Medical Devices,Healthcare,0,-6.489,0,10,0.6,0.6,9.94,236770800,72.52,0,,,,
INGR,   Ingredion Inc,Packaged Foods,Consumer Defensive,14.533,13.393,2.16,168,12.67,14.83,149.11,9716007600,33.81,0.4,,,,
INLX,   Intellinetics,Software - Application,Technology,0,0,0,19,30.66,30.66,14.54,61504200,59.868,0.5,,,,
INMB,   Inmune Bio Inc,Biotechnology,Healthcare,0,-2.529,0,20.5,296.52,296.52,5.17,114618900,96.56,3.1,,,,
INMD,   Inmode Ltd,Medical Devices,Healthcare,10.448,9.608,0,20.5,7.22,7.22,19.12,1605697600,46.72,0.2,,,,
INN,   Summit Hotel Pr,REIT—Hotel & Motel,Real Estate,139.6,-46.533,4.87,7.5,7.45,12.32,6.98,756771600,41.41,0.3,,,,
INNV,   Innovage Hldgs,Medical Care Facilities,Healthcare,0,74.8,0,6.5,36.27,36.27,4.77,646144200,64.38,0.6,,,,
INO,   Inovio Pharmac,Biotechnology,Healthcare,0,-1.216,0,10.5,150,150,4.2,109620000,88.62,1.7,,,,
INOD,   Innodata Isogen,Information Technology Services,Technology,66.197,55.113,0,45,11.44,11.44,40.38,1171020000,96.16,0.1,,,,
INSE,   Inspired Entmnt,Gambling,Consumer Cyclical,0,12.034,0,14,47.68,47.68,9.48,251978400,55,0.9,,,,
INSG,   Inseego Corp,Communication Equipment,Technology,0,90.929,0,16,25.69,25.69,12.73,190440800,86.11,0.3,,,,
INSM,   Insmed Inc,Biotechnology,Healthcare,0,-16.507,0,88,21.5,21.5,72.43,12957727000,65.95,0.3,,,,
INSP,   Inspire Med Sys,Medical Devices,Healthcare,172.883,99.45,0,250,30.28,30.28,191.9,5751243000,56.74,0.5,,,,
INSW,   Intl Seaways,Oil & Gas Midstream,Energy,3.844,5.231,12.55,62.5,57.39,69.94,39.71,1953334900,27.71,2.5,,,,
INTA,   Intapp Inc,Software—Application,Technology,0,-284.997,0,60,-8.02,-8.02,65.23,5048149700,47.5,-0.2,,,,
INTC,   Intel Corp,Semiconductors,Technology,0,833.148,2.24,25,11.26,13.5,22.47,96913110000,49.49,0.3,XLK,S&P 500,DJIA,Nasdaq 100
INTR,   Inter&Co Inc,Banks—Regional,Financial Services,14.867,7.637,0.5,8,79.37,79.87,4.46,1936487400,51.8,1.5,,,,
INTS,   Intensity Thera,Biotechnology,Healthcare,0,0,0,13.5,419.23,419.23,2.6,36062000,113.22,3.7,,,,
